"SUBURB_NUM","suburb","postcode","lonmin","latmin","lonmax","latmax"
87201,"DE ROSE HILL","0872",133.04501689,-26.71826233,133.59027776,-26.35032928
87202,"AYERS RANGE SOUTH","0872",133.10876555,-26.40870015,133.45828848,-25.99829014
87203,"TIEYON","0872",133.4092202,-26.71870638,134.31348376,-25.99829014
87204,"LAMBINA","0872",133.63541141,-27.27762872,134.41147892,-26.71819314
87205,"ANANGU PITJANTJATJARA YANKUNYTJATARA","0872",129.0013364,-28.11735596,133.74493699,-25.9985919
87206,"AMATA","0872",131.1236782,-26.17001342,131.21647171,-26.08808934
87207,"PUKATJA","0872",132.09770618,-26.33345364,132.1890019,-26.25625616
87208,"KALTJITI","0872",132.01477871,-26.78363204,132.05004455,-26.75415988
87209,"IWANTJA","0872",133.27532846,-26.9950557,133.33061437,-26.95991616
87210,"KALKA","0872",129.13892686,-26.12184816,129.16940022,-26.10668869
87211,"KANPI","0872",130.09528062,-26.18399567,130.13614904,-26.14380275
87212,"MIMILI","0872",132.67626322,-27.04909872,132.7244606,-26.99972081
87213,"MURPUTJA","0872",130.17772642,-26.1701262,130.18594037,-26.15790822
87214,"NYAPARI","0872",130.18127644,-26.19393544,130.23156738,-26.17173238
87215,"PIPALYATJARA","0872",129.11990628,-26.19446697,129.17799366,-26.15468546
87217,"WATARRU","0872",129.89055793,-27.04234524,129.91718561,-27.0040875
87218,"YUNYARINYI","0872",132.42864637,-26.3432647,132.48467577,-26.29882185
87219,"WATINUMA","0872",131.87860786,-26.52344528,131.88343282,-26.51906202
500001,"ADELAIDE","5000",138.5770603,-34.9421596,138.62447691,-34.9091179
500601,"NORTH ADELAIDE","5006",138.57701692,-34.91949042,138.6129047,-34.8985466
500701,"BOWDEN","5007",138.5749372,-34.90787692,138.5842682,-34.8965687
500702,"BROMPTON","5007",138.56809011,-34.9055511,138.5835929,-34.89120561
500703,"HINDMARSH","5007",138.56447894,-34.91192827,138.57798492,-34.89938686
500704,"WELLAND","5007",138.556137,-34.91223822,138.56138016,-34.8947178
500705,"WEST HINDMARSH","5007",138.56005081,-34.91234033,138.5663739,-34.8972981
500801,"CROYDON","5008",138.5599086,-34.9015092,138.57012737,-34.8878751
500802,"CROYDON PARK","5008",138.55724967,-34.8864776,138.57593444,-34.87490015
500803,"DEVON PARK","5008",138.57584763,-34.89025553,138.58365649,-34.88504004
500804,"DUDLEY PARK","5008",138.57518563,-34.88537919,138.58332761,-34.87460725
500805,"RENOWN PARK","5008",138.56694396,-34.8969791,138.5842682,-34.88597232
500806,"RIDLEYTON","5008",138.56690392,-34.9002945,138.57474531,-34.8884206
500807,"WEST CROYDON","5008",138.548942,-34.8972035,138.56922892,-34.88093491
500901,"ALLENBY GARDENS","5009",138.5510423,-34.91248083,138.55744574,-34.8913273
500902,"BEVERLEY","5009",138.5405932,-34.90471101,138.55209485,-34.8843802
500903,"KILKENNY","5009",138.54820131,-34.88994099,138.5578191,-34.87195604
501001,"ANGLE PARK","5010",138.55560319,-34.86295708,138.5653725,-34.84975319
501002,"FERRYDEN PARK","5010",138.55643835,-34.87574137,138.56628789,-34.86163109
501003,"REGENCY PARK","5010",138.56462559,-34.87532261,138.58159617,-34.84941445
501101,"WOODVILLE","5011",138.5281437,-34.8840369,138.54857589,-34.8700212
501102,"WOODVILLE PARK","5011",138.5400829,-34.8894456,138.55077431,-34.87533586
501103,"WOODVILLE SOUTH","5011",138.5306386,-34.89919874,138.54159942,-34.8777555
501104,"WOODVILLE WEST","5011",138.5185879,-34.8914518,138.5315383,-34.87681451
501105,"ST CLAIR","5011",138.5287629,-34.87752392,138.54348281,-34.86367561
501201,"ATHOL PARK","5012",138.53788268,-34.86190814,138.54745143,-34.850582
501202,"MANSFIELD PARK","5012",138.54671562,-34.86311355,138.55682752,-34.8501678
501203,"WOODVILLE GARDENS","5012",138.5475117,-34.87238768,138.55710935,-34.86225326
501204,"WOODVILLE NORTH","5012",138.53297879,-34.87522565,138.54839528,-34.85978465
501301,"GILLMAN","5013",138.51497951,-34.8480262,138.53890781,-34.81131225
501302,"OTTOWAY","5013",138.52554199,-34.85150431,138.54671562,-34.841262
501303,"PENNINGTON","5013",138.52351675,-34.86613469,138.53849927,-34.8510149
501304,"ROSEWATER","5013",138.5135836,-34.8604522,138.52909569,-34.8461714
501305,"WINGFIELD","5013",138.53746179,-34.850582,138.5825214,-34.83188119
501401,"ALBERTON","5014",138.509382,-34.8665119,138.52335785,-34.8521047
501402,"ALBERT PARK","5014",138.5163762,-34.8841814,138.5292232,-34.8682205
501403,"CHELTENHAM","5014",138.51691431,-34.8760967,138.52940259,-34.86000166
501404,"HENDON","5014",138.511847,-34.8831818,138.5193546,-34.8651612
501405,"QUEENSTOWN","5014",138.50286313,-34.8700243,138.5190552,-34.8535866
501406,"ROYAL PARK","5014",138.50217481,-34.88008311,138.51280965,-34.85941226
501501,"BIRKENHEAD","5015",138.4918465,-34.84214627,138.50757581,-34.8326045
501502,"ETHELTON","5015",138.48445488,-34.85197624,138.4953026,-34.8452538
501503,"GLANVILLE","5015",138.4868362,-34.84681951,138.49466565,-34.8404749
501504,"PORT ADELAIDE","5015",138.49696965,-34.85920904,138.52525731,-34.8069209
501505,"NEW PORT","5015",138.49348291,-34.85229097,138.50179099,-34.83915032
501601,"LARGS BAY","5016",138.48089078,-34.8351722,138.50990812,-34.81958172
501602,"LARGS NORTH","5016",138.48723607,-34.82358653,138.5139764,-34.8107699
501603,"PETERHEAD","5016",138.49140882,-34.8341974,138.50769952,-34.82812586
501701,"OSBORNE","5017",138.48534627,-34.8028577,138.51882394,-34.76229755
501702,"TAPEROO","5017",138.48705051,-34.8124096,138.51401174,-34.8007053
501801,"NORTH HAVEN","5018",138.47691632,-34.79688061,138.5015223,-34.7761872
501802,"OUTER HARBOR","5018",138.48065753,-34.7879176,138.51147325,-34.7618584
501901,"EXETER","5019",138.4881131,-34.8426386,138.4935265,-34.8341974
501902,"SEMAPHORE","5019",138.47620497,-34.8452538,138.4891957,-34.83176692
501903,"SEMAPHORE PARK","5019",138.47519671,-34.8648795,138.5002135,-34.84996943
501904,"SEMAPHORE SOUTH","5019",138.4753151,-34.85091671,138.4868362,-34.84307333
502001,"WEST LAKES SHORE","5020",138.47706324,-34.87738414,138.49713332,-34.8566132
502101,"WEST LAKES","5021",138.4854361,-34.8945338,138.50384069,-34.85229097
502201,"GRANGE","5022",138.48655969,-34.90761112,138.50562166,-34.88160066
502202,"HENLEY BEACH","5022",138.4890394,-34.92576281,138.506409,-34.9068281
502203,"HENLEY BEACH SOUTH","5022",138.49407739,-34.9352049,138.5080093,-34.9252094
502204,"TENNYSON","5022",138.48070874,-34.89754388,138.48973771,-34.87533049
502301,"FINDON","5023",138.52210888,-34.90594777,138.54772708,-34.8910058
502302,"SEATON","5023",138.5037354,-34.90681032,138.52359192,-34.8785783
502401,"FULHAM","5024",138.5052025,-34.9334484,138.5219683,-34.92175812
502402,"FULHAM GARDENS","5024",138.5052472,-34.92510627,138.52095229,-34.90613124
502403,"WEST BEACH","5024",138.49591658,-34.9617436,138.51830971,-34.9316432
502501,"FLINDERS PARK","5025",138.53256092,-34.91851952,138.55439015,-34.90440527
502502,"KIDMAN PARK","5025",138.51849083,-34.92051171,138.53518825,-34.90548792
503101,"MILE END","5031",138.5585194,-34.93186581,138.58120093,-34.91996561
503102,"MILE END SOUTH","5031",138.57032102,-34.94211309,138.5779969,-34.9315801
503103,"THEBARTON","5031",138.56447894,-34.92145408,138.57883,-34.90908563
503104,"TORRENSVILLE","5031",138.5519141,-34.9298429,138.5697602,-34.91094461
503201,"BROOKLYN PARK","5032",138.5341569,-34.9361142,138.5527426,-34.9246252
503202,"LOCKLEYS","5032",138.5172263,-34.93440441,138.5444639,-34.91509213
503203,"UNDERDALE","5032",138.5438421,-34.9249779,138.5542411,-34.91345922
503301,"COWANDILLA","5033",138.5523062,-34.9357005,138.561524,-34.9292257
503302,"HILTON","5033",138.56116515,-34.9344079,138.57048896,-34.929895
503303,"MARLESTON","5033",138.5532663,-34.9491346,138.57140395,-34.9421159
503304,"RICHMOND","5033",138.552745,-34.9429927,138.5711561,-34.93396787
503305,"WEST RICHMOND","5033",138.54690351,-34.9432171,138.5532663,-34.9356705
503401,"CLARENCE PARK","5034",138.5729918,-34.9672625,138.59078721,-34.9602247
503402,"GOODWOOD","5034",138.58413758,-34.95458595,138.59997059,-34.9476188
503403,"KINGS PARK","5034",138.5899565,-34.96636099,138.5972986,-34.9582404
503404,"MILLSWOOD","5034",138.5809253,-34.9606849,138.5986158,-34.95384892
503405,"WAYVILLE","5034",138.5826063,-34.94886389,138.60033649,-34.9412517
503501,"ASHFORD","5035",138.57140395,-34.95295796,138.5788094,-34.9460432
503502,"BLACK FOREST","5035",138.5723053,-34.9672699,138.5813687,-34.9541148
503503,"EVERARD PARK","5035",138.57186703,-34.9584849,138.5774724,-34.94920835
503504,"FORESTVILLE","5035",138.57687547,-34.9559692,138.58624988,-34.94739643
503505,"KESWICK","5035",138.5710952,-34.9476686,138.58376119,-34.9416192
503506,"KESWICK TERMINAL","5035",138.57479939,-34.9426072,138.5832114,-34.93019061
503701,"GLANDORE","5037",138.56324481,-34.96772102,138.5729192,-34.95295796
503702,"KURRALTA PARK","5037",138.5622877,-34.9585365,138.57186703,-34.9463291
503703,"NETLEY","5037",138.54358823,-34.95481711,138.55409573,-34.9429927
503704,"NORTH PLYMPTON","5037",138.53613421,-34.9606039,138.56306575,-34.9486995
503801,"CAMDEN PARK","5038",138.53660551,-34.9759702,138.5465234,-34.9601552
503802,"PLYMPTON","5038",138.5456139,-34.9715621,138.5635686,-34.9500988
503803,"PLYMPTON PARK","5038",138.5465131,-34.982811,138.5562015,-34.9672554
503804,"SOUTH PLYMPTON","5038",138.5549914,-34.9827127,138.56517352,-34.9629108
503901,"CLARENCE GARDENS","5039",138.5729918,-34.97813392,138.58257931,-34.96682272
503902,"EDWARDSTOWN","5039",138.5640464,-34.9932562,138.57478671,-34.9672625
503903,"MELROSE PARK","5039",138.5736795,-34.99280161,138.5837164,-34.9777048
504001,"NOVAR GARDENS","5040",138.52166022,-34.9756906,138.5377102,-34.9580198
504101,"COLONEL LIGHT GARDENS","5041",138.5828701,-34.99082911,138.60146285,-34.9766312
504102,"CUMBERLAND PARK","5041",138.58176774,-34.9777048,138.59164911,-34.96636099
504103,"DAW PARK","5041",138.58257931,-34.9924056,138.5927026,-34.97724802
504104,"PANORAMA","5041",138.5926654,-35.0128596,138.60346966,-34.99037559
504105,"WESTBOURNE PARK","5041",138.59078721,-34.97719921,138.59982149,-34.9660234
504201,"BEDFORD PARK","5042",138.5588646,-35.03361738,138.57778721,-35.01102751
504202,"CLOVELLY PARK","5042",138.5650879,-35.016851,138.5761687,-34.992799
504203,"PASADENA","5042",138.5820535,-35.01442905,138.5943135,-34.9919724
504204,"ST MARYS","5042",138.5749018,-35.0149272,138.58546841,-34.9924903
504301,"ASCOT PARK","5043",138.5562222,-34.9954905,138.5659621,-34.98237643
504302,"MARION","5043",138.54834841,-35.0176187,138.5588497,-34.99503384
504303,"MITCHELL PARK","5043",138.55712,-35.0171632,138.56745471,-34.99327214
504304,"MORPHETTVILLE","5043",138.5377492,-34.99607219,138.54816406,-34.9715468
504305,"PARK HOLME","5043",138.5472125,-34.99542567,138.55708676,-34.9823912
504401,"GLENGOWRIE","5044",138.523712,-34.99669893,138.53933976,-34.9759702
504402,"SOMERTON PARK","5044",138.50868519,-35.00252285,138.530932,-34.9904157
504501,"GLENELG","5045",138.50767627,-34.98556889,138.520575,-34.97401326
504502,"GLENELG EAST","5045",138.5199116,-34.9906647,138.5377829,-34.9750584
504503,"GLENELG NORTH","5045",138.50502028,-34.976714,138.5324249,-34.9584114
504504,"GLENELG SOUTH","5045",138.5084095,-34.99149447,138.5209705,-34.9850211
504601,"OAKLANDS PARK","5046",138.539292,-35.0182557,138.5497736,-34.99541714
504602,"WARRADALE","5046",138.53001716,-35.01872441,138.5409675,-34.99607219
504701,"DARLINGTON","5047",138.54642534,-35.0397122,138.56378366,-35.02326233
504702,"SEACOMBE GARDENS","5047",138.5409675,-35.029228,138.5506441,-35.017583
504703,"SEACOMBE HEIGHTS","5047",138.5418192,-35.03990851,138.55214581,-35.0286557
504704,"STURT","5047",138.5497765,-35.0286502,138.55944429,-35.0170961
504801,"BRIGHTON","5048",138.51224019,-35.02334809,138.53233044,-35.0125471
504802,"DOVER GARDENS","5048",138.53204132,-35.02976853,138.5418192,-35.0182557
504803,"HOVE","5048",138.5111837,-35.01558292,138.53179784,-35.0076338
504804,"NORTH BRIGHTON","5048",138.51034323,-35.00844534,138.5312809,-35.0016753
504805,"SOUTH BRIGHTON","5048",138.5152114,-35.0302568,138.53298027,-35.02261753
504901,"KINGSTON PARK","5049",138.51178136,-35.042038,138.5225978,-35.03522279
504902,"MARINO","5049",138.50287332,-35.0598643,138.5262162,-35.04019366
504903,"SEACLIFF","5049",138.51585195,-35.04049938,138.52486459,-35.02644966
504904,"SEACLIFF PARK","5049",138.5239724,-35.0555184,138.53502689,-35.0297727
504905,"SEAVIEW DOWNS","5049",138.53290491,-35.0550677,138.54377945,-35.029228
505001,"BELLEVUE HEIGHTS","5050",138.57014891,-35.0383686,138.59589519,-35.0172339
505003,"EDEN HILLS","5050",138.5765389,-35.0316425,138.6093443,-35.0098856
505101,"BLACKWOOD","5051",138.5956817,-35.0375335,138.6255908,-35.00634831
505102,"COROMANDEL VALLEY","5051",138.60994618,-35.06194148,138.63654939,-35.03013263
505103,"HAWTHORNDENE","5051",138.61842169,-35.03724127,138.6529603,-35.015076
505104,"CRAIGBURN FARM","5051",138.58628974,-35.05050633,138.62057055,-35.03233951
505201,"BELAIR","5052",138.6007316,-35.0260374,138.68140293,-34.98883985
505202,"GLENALTA","5052",138.62037073,-35.0170936,138.6368963,-35.00592178
506101,"HYDE PARK","5061",138.5973469,-34.96009484,138.6082036,-34.9532287
506102,"MALVERN","5061",138.60768979,-34.96547178,138.61762276,-34.95278787
506103,"UNLEY","5061",138.59924731,-34.9536111,138.61643679,-34.94094487
506104,"UNLEY PARK","5061",138.59173308,-34.9660234,138.60861017,-34.9592972
506201,"BROWN HILL CREEK","5062",138.62729134,-34.99751002,138.67182612,-34.9705394
506202,"CLAPHAM","5062",138.60111159,-34.99776738,138.61023672,-34.9850829
506203,"HAWTHORN","5062",138.5972986,-34.97668654,138.60942541,-34.96547175
506204,"KINGSWOOD","5062",138.60861017,-34.9773495,138.61845106,-34.96500165
506205,"LOWER MITCHAM","5062",138.6004337,-34.98714532,138.61113411,-34.9761537
506206,"LYNTON","5062",138.6023385,-35.00035362,138.6113405,-34.99370582
506207,"MITCHAM","5062",138.61428879,-34.9922856,138.6295097,-34.97390044
506208,"NETHERBY","5062",138.61778403,-34.97543344,138.63623412,-34.96458715
506209,"SPRINGFIELD","5062",138.6272015,-34.9837977,138.63956141,-34.9738353
506210,"TORRENS PARK","5062",138.6065975,-34.9975353,138.61971529,-34.9741303
506301,"EASTWOOD","5063",138.6155437,-34.94630714,138.62505821,-34.9400623
506302,"FREWVILLE","5063",138.62505403,-34.95194151,138.6345537,-34.94581816
506303,"FULLARTON","5063",138.6162262,-34.9589116,138.63814283,-34.94630714
506304,"HIGHGATE","5063",138.6163073,-34.96500884,138.626487,-34.95839601
506305,"PARKSIDE","5063",138.60675787,-34.95282787,138.62552435,-34.9404887
506401,"GLEN OSMOND","5064",138.63831612,-34.96502012,138.6596345,-34.9553601
506402,"GLENUNGA","5064",138.63401,-34.95646365,138.6437052,-34.9453562
506403,"MOUNT OSMOND","5064",138.64720378,-34.9728802,138.6698953,-34.9552666
506404,"MYRTLE BANK","5064",138.62587916,-34.96458715,138.64424758,-34.95625375
506405,"ST GEORGES","5064",138.6431146,-34.95606627,138.65267666,-34.94792578
506406,"URRBRAE","5064",138.626487,-34.97398986,138.6510849,-34.96364297
506501,"DULWICH","5065",138.6240012,-34.9401658,138.63350091,-34.93348645
506502,"GLENSIDE","5065",138.62447691,-34.94625523,138.6429054,-34.93922039
506503,"LINDEN PARK","5065",138.64245587,-34.9483815,138.6521226,-34.9387971
506504,"TOORAK GARDENS","5065",138.63256816,-34.93966914,138.64245595,-34.92697985
506505,"TUSMORE","5065",138.64192902,-34.9392463,138.65279642,-34.93249647
506601,"BEAUMONT","5066",138.6518876,-34.95590199,138.66762893,-34.9438087
506602,"BURNSIDE","5066",138.6597037,-34.9511467,138.67471858,-34.9318815
506603,"ERINDALE","5066",138.65922676,-34.9322245,138.6685276,-34.92557391
506604,"HAZELWOOD PARK","5066",138.6513937,-34.94497501,138.6606504,-34.9329987
506605,"STONYFELL","5066",138.6682881,-34.93941628,138.68522807,-34.9288966
506606,"WATERFALL GULLY","5066",138.6615047,-34.9762142,138.6859443,-34.9473347
506607,"WATTLE PARK","5066",138.6680425,-34.93141522,138.6883974,-34.9225832
506701,"BEULAH PARK","5067",138.64051721,-34.92101776,138.6499056,-34.9143352
506702,"KENT TOWN","5067",138.61509249,-34.9281868,138.6236176,-34.91571651
506703,"NORWOOD","5067",138.6226459,-34.9279034,138.6414731,-34.91480117
506704,"ROSE PARK","5067",138.6235558,-34.9339636,138.63308763,-34.9274514
506801,"HEATHPOOL","5068",138.64171021,-34.93298517,138.65077081,-34.92953572
506802,"KENSINGTON","5068",138.64100878,-34.92697985,138.6502063,-34.920574
506803,"KENSINGTON GARDENS","5068",138.6582896,-34.92600739,138.66804799,-34.91347126
506804,"KENSINGTON PARK","5068",138.6494394,-34.9264738,138.65922676,-34.9139147
506805,"LEABROOK","5068",138.65028684,-34.93359491,138.6597631,-34.92600739
506806,"MARRYATVILLE","5068",138.6414731,-34.9307102,138.65052768,-34.92647004
506807,"ST MORRIS","5068",138.64895509,-34.9143373,138.6582896,-34.9077412
506808,"TRINITY GARDENS","5068",138.6399844,-34.91480117,138.6494003,-34.9072481
506901,"COLLEGE PARK","5069",138.61427451,-34.9168234,138.62480281,-34.9052904
506902,"EVANDALE","5069",138.6298517,-34.9085752,138.63998196,-34.9023364
506903,"HACKNEY","5069",138.6128476,-34.91959658,138.62068301,-34.9076444
506904,"MAYLANDS","5069",138.63283761,-34.9151474,138.64051721,-34.90737576
506905,"STEPNEY","5069",138.6226459,-34.91571651,138.6334366,-34.907225
506906,"ST PETERS","5069",138.61385227,-34.9132154,138.6319769,-34.89650756
507001,"FELIXSTOW","5070",138.63949489,-34.8950028,138.65692761,-34.88303991
507002,"FIRLE","5070",138.6485161,-34.90820701,138.65785399,-34.9009356
507003,"GLYNDE","5070",138.6453349,-34.9014136,138.6573439,-34.8894032
507004,"JOSLIN","5070",138.61799577,-34.9047136,138.6341517,-34.89534513
507005,"MARDEN","5070",138.62490998,-34.89795525,138.642599,-34.88701831
507006,"PAYNEHAM","5070",138.6339883,-34.90305,138.6484195,-34.8939191
507007,"PAYNEHAM SOUTH","5070",138.63958097,-34.9085442,138.64895509,-34.9013742
507008,"ROYSTON PARK","5070",138.62128908,-34.9021433,138.63768886,-34.89313479
507201,"AULDANA","5072",138.682561,-34.922769,138.69185402,-34.91291575
507202,"MAGILL","5072",138.6659504,-34.9196316,138.6852031,-34.896629
507203,"ROSSLYN PARK","5072",138.6676077,-34.92547501,138.68567857,-34.9189406
507204,"SKYE","5072",138.68465774,-34.93190826,138.70099689,-34.9145607
507205,"TERINGIE","5072",138.68485982,-34.9218868,138.71867019,-34.90483851
507206,"WOODFORDE","5072",138.68415355,-34.9142522,138.730327,-34.8942383
507301,"HECTORVILLE","5073",138.6565352,-34.8974981,138.67484501,-34.8886046
507302,"ROSTREVOR","5073",138.6742363,-34.9028532,138.71273521,-34.8848854
507303,"TRANMERE","5073",138.657094,-34.9139147,138.6671479,-34.8970703
507401,"CAMPBELLTOWN","5074",138.64714053,-34.8894819,138.6742363,-34.8717196
507402,"NEWTON","5074",138.6713026,-34.8886046,138.6919493,-34.8754804
507501,"DERNANCOURT","5075",138.66426577,-34.86848862,138.69061073,-34.85651626
507502,"PARADISE","5075",138.65517714,-34.8769488,138.695621,-34.86260212
507601,"ATHELSTONE","5076",138.6911346,-34.88695651,138.72382624,-34.85705064
507602,"CASTAMBUL","5076",138.7428957,-34.8791172,138.78617925,-34.86251081
508101,"COLLINSWOOD","5081",138.608268,-34.8933288,138.62012438,-34.8838255
508102,"GILBERTON","5081",138.6092157,-34.9096005,138.6186091,-34.8932954
508103,"MEDINDIE","5081",138.59746041,-34.9019695,138.6094996,-34.8933028
508104,"MEDINDIE GARDENS","5081",138.6032133,-34.8935718,138.6088643,-34.89076849
508105,"VALE PARK","5081",138.620533,-34.89381873,138.63518898,-34.87935272
508106,"WALKERVILLE","5081",138.6094996,-34.90084864,138.62593483,-34.8838602
508201,"FITZROY","5082",138.5875408,-34.8991982,138.5947921,-34.89452726
508202,"OVINGHAM","5082",138.5822221,-34.9041687,138.5879223,-34.89381695
508203,"PROSPECT","5082",138.58075857,-34.8964579,138.603381,-34.86987011
508204,"THORNGATE","5082",138.5946514,-34.8987761,138.6001686,-34.8961943
508301,"BROADVIEW","5083",138.61018235,-34.8846149,138.62007647,-34.86704347
508302,"NAILSWORTH","5083",138.60240971,-34.8910274,138.6111297,-34.87873669
508303,"SEFTON PARK","5083",138.60196412,-34.87962736,138.6110779,-34.87323738
508401,"BLAIR ATHOL","5084",138.5914411,-34.87038555,138.60170827,-34.84808421
508402,"KILBURN","5084",138.57819059,-34.8709363,138.59286749,-34.84851602
508501,"CLEARVIEW","5085",138.60875754,-34.86744725,138.61877782,-34.84727383
508502,"ENFIELD","5085",138.6001692,-34.87365672,138.61058429,-34.84766406
508503,"NORTHFIELD","5085",138.6172216,-34.85874453,138.64545191,-34.83856483
508504,"NORTHGATE","5085",138.62639928,-34.85829467,138.63612438,-34.84684797
508505,"LIGHTSVIEW","5085",138.61819014,-34.8663006,138.63669901,-34.85785731
508601,"GILLES PLAINS","5086",138.64946511,-34.85822778,138.671155,-34.84491531
508602,"GREENACRES","5086",138.61872288,-34.87200043,138.63816468,-34.86506004
508603,"HAMPSTEAD GARDENS","5086",138.62431184,-34.8804509,138.6371927,-34.87115522
508604,"HILLCREST","5086",138.63622053,-34.87041403,138.65415531,-34.85630441
508605,"MANNINGHAM","5086",138.61914725,-34.88417559,138.62501362,-34.87176311
508606,"OAKDEN","5086",138.63533982,-34.85915404,138.65397833,-34.84610724
508701,"KLEMZIG","5087",138.62644234,-34.88826653,138.6483822,-34.86755572
508702,"WINDSOR GARDENS","5087",138.64194019,-34.8800627,138.66796058,-34.85723599
508801,"HOLDEN HILL","5088",138.6554833,-34.85846501,138.68528892,-34.84417246
508901,"HIGHBURY","5089",138.68353494,-34.866372,138.74187965,-34.83712538
509001,"HOPE VALLEY","5090",138.67758576,-34.85757792,138.72038537,-34.8369626
509101,"BANKSIA PARK","5091",138.71753791,-34.81846244,138.74441608,-34.8043145
509102,"TEA TREE GULLY","5091",138.7182939,-34.8318139,138.7538824,-34.8155398
509103,"VISTA","5091",138.71960274,-34.84317649,138.7409809,-34.8307065
509201,"MODBURY","5092",138.668138,-34.84491531,138.7006568,-34.8274272
509202,"MODBURY HEIGHTS","5092",138.6663171,-34.8187333,138.70020487,-34.8038539
509203,"MODBURY NORTH","5092",138.66726532,-34.8292718,138.69531452,-34.8172309
509301,"PARA VISTA","5093",138.65395776,-34.83531518,138.6685963,-34.8181551
509302,"VALLEY VIEW","5093",138.64529399,-34.84610724,138.6757968,-34.8342154
509401,"CAVAN","5094",138.5895717,-34.83384638,138.60951942,-34.81608554
509402,"DRY CREEK","5094",138.5254057,-34.84941445,138.599309,-34.7860135
509403,"GEPPS CROSS","5094",138.5823581,-34.84897715,138.62374059,-34.83384638
509501,"POORAKA","5095",138.59903951,-34.83847063,138.64165611,-34.80893216
509503,"MAWSON LAKES","5095",138.59627225,-34.82588911,138.63145047,-34.79440756
509601,"PARA HILLS","5096",138.6417436,-34.82141846,138.66726532,-34.79791044
509602,"PARA HILLS WEST","5096",138.63164219,-34.81528829,138.65713729,-34.79176851
509603,"GULFVIEW HEIGHTS","5096",138.65713729,-34.8097103,138.68478821,-34.7810599
509701,"REDWOOD PARK","5097",138.693813,-34.8172309,138.7182939,-34.80563029
509702,"RIDGEHAVEN","5097",138.69345751,-34.82779864,138.71870051,-34.8158731
509703,"ST AGNES","5097",138.7001158,-34.8383467,138.72005,-34.82101289
509801,"INGLE FARM","5098",138.62654829,-34.837073,138.6618327,-34.8151981
509802,"WALKLEY HEIGHTS","5098",138.62367214,-34.84631799,138.64963021,-34.83462902
510601,"PARAFIELD","5106",138.61587496,-34.80914593,138.64699282,-34.78227724
510602,"SALISBURY SOUTH","5106",138.63140715,-34.79176851,138.65439012,-34.77382821
510701,"GREEN FIELDS","5107",138.59611891,-34.800952,138.61587496,-34.78762484
510702,"PARAFIELD GARDENS","5107",138.59450454,-34.79963111,138.63140715,-34.76773999
510801,"PARALOWIE","5108",138.58860787,-34.77077329,138.63511494,-34.74348462
510802,"SALISBURY","5108",138.6200827,-34.77702809,138.65931153,-34.75080183
510803,"SALISBURY DOWNS","5108",138.60741191,-34.78227724,138.63890842,-34.76230041
510804,"SALISBURY NORTH","5108",138.61077263,-34.75914336,138.64413842,-34.72944997
510901,"BRAHMA LODGE","5109",138.64421671,-34.78323915,138.66189653,-34.7685723
510902,"SALISBURY EAST","5109",138.64699282,-34.79791044,138.69702154,-34.7677014
510903,"SALISBURY HEIGHTS","5109",138.66821731,-34.77381227,138.70430454,-34.7538281
510904,"SALISBURY PARK","5109",138.65620492,-34.76626636,138.67872553,-34.75233027
510905,"SALISBURY PLAIN","5109",138.65179671,-34.7747699,138.6694988,-34.76008515
511001,"BOLIVAR","5110",138.5421649,-34.78807464,138.59450454,-34.74392274
511002,"BURTON","5110",138.58450683,-34.75204052,138.61835095,-34.72250327
511003,"DIREK","5110",138.59769693,-34.7350976,138.62116665,-34.71076373
511004,"ST KILDA","5110",138.51699269,-34.77342716,138.57915965,-34.71726947
511005,"WATERLOO CORNER","5110",138.5286481,-34.7466623,138.60432502,-34.6838246
511006,"GLOBE DERBY PARK","5110",138.5753091,-34.80052149,138.59677532,-34.77077329
511101,"EDINBURGH","5111",138.60432502,-34.7506901,138.6668471,-34.69222327
511201,"ELIZABETH","5112",138.66056168,-34.7309105,138.67625446,-34.70849899
511202,"ELIZABETH EAST","5112",138.6732581,-34.7414506,138.69436125,-34.71604041
511203,"ELIZABETH GROVE","5112",138.6621417,-34.74181461,138.6761923,-34.7289081
511204,"ELIZABETH SOUTH","5112",138.64394862,-34.75686174,138.6687487,-34.72384086
511205,"ELIZABETH VALE","5112",138.65414404,-34.75817735,138.6795556,-34.739798
511206,"HILLBANK","5112",138.6761923,-34.75568954,138.7038648,-34.71449549
511301,"ELIZABETH DOWNS","5113",138.68053676,-34.70778665,138.70712348,-34.68861321
511303,"ELIZABETH NORTH","5113",138.66941542,-34.7108415,138.68618058,-34.69127897
511304,"ELIZABETH PARK","5113",138.67289906,-34.7197018,138.69958152,-34.70396473
511305,"EDINBURGH NORTH","5113",138.644409,-34.71381541,138.67017068,-34.69498595
511306,"DAVOREN PARK","5113",138.65589318,-34.70360931,138.67959281,-34.67862488
511401,"ANDREWS FARM","5114",138.64489847,-34.6881078,138.67348874,-34.66165581
511402,"BLAKEVIEW","5114",138.69029906,-34.69241196,138.72655435,-34.65676636
511403,"CRAIGMORE","5114",138.69534222,-34.71818633,138.72193676,-34.68403001
511404,"GOULD CREEK","5114",138.6829473,-34.773474,138.78018982,-34.71818633
511405,"HUMBUG SCRUB","5114",138.7842327,-34.7548467,138.83741069,-34.69201679
511406,"ONE TREE HILL","5114",138.7038648,-34.74464376,138.7842327,-34.6937912
