"SUBURB_NUM","suburb","postcode","lonmin","latmin","lonmax","latmax"
566002,"CUNGENA","5660",134.5664265,-32.6849712,134.788022,-32.5340315
566101,"PIMBAACLA","5661",134.3715981,-32.4131646,134.51303616,-32.2840523
566102,"YANTANABIE","5661",134.5130907,-32.5530123,134.8566198,-32.393136
566103,"KOOLGERA","5661",134.6848564,-32.3936982,134.797242,-32.26758445
566104,"WALLALA","5661",134.51295534,-32.3978653,134.7395825,-32.23204203
566105,"WIRRULLA","5661",134.4886182,-32.4867994,134.6310094,-32.3404017
567001,"TALIA","5670",134.73929292,-33.38528709,134.977978,-33.2168667
567002,"MOUNT WEDGE","5670",134.9463967,-33.5422124,135.1914661,-33.219894
567003,"COLTON","5670",134.80384389,-33.559242,134.9737997,-33.3340302
567004,"MOUNT JOY","5670",134.9568891,-33.5848639,135.1790734,-33.4470325
567005,"ELLISTON","5670",134.82840871,-33.72233632,134.9945518,-33.5415651
567006,"BRAMFIELD","5670",134.9365024,-33.7559128,135.08731651,-33.5586078
567007,"COOLILLIE","5670",135.1510542,-33.5442865,135.32772929,-33.3332803
567008,"KAPPAWANTA","5670",135.0866684,-33.7558986,135.5924802,-33.5347721
567009,"PALKAGEE","5670",135.24625,-33.49566021,135.604304,-33.3322214
567010,"POLDA","5670",135.3182451,-33.5856068,135.638399,-33.4471089
567101,"PORT KENNY","5671",134.59777882,-33.1804718,134.7325112,-33.13998521
567102,"WITERA","5671",134.49787956,-33.24577254,134.66466956,-33.0931681
567103,"MOUNT COOPER","5671",134.7114181,-33.1125749,134.8206443,-32.8985666
567104,"COLLEY","5671",134.5243938,-33.1406095,134.8206653,-32.9856762
567105,"BAIRD BAY","5671",134.33936808,-33.17863435,134.39260094,-33.11346516
567106,"CALCA","5671",134.2595519,-33.1138969,134.3915544,-32.9892591
567107,"TYRINGA","5671",134.3911724,-33.16837182,134.5628614,-33.0534072
567108,"MORTANA","5671",134.3442728,-33.06622101,134.5628188,-32.9643303
568001,"MUDAMUCKLA","5680",133.8849918,-32.2941782,134.2224566,-31.95272075
568002,"NUNJIKOMPITA","5680",134.2187923,-32.3772591,134.51299491,-32.0871177
568003,"LAURA BAY","5680",133.75470127,-32.28931693,133.8855818,-32.176247
568004,"SMOKY BAY","5680",133.84632969,-32.54343143,134.1203401,-32.282564
568005,"PUNTABIE","5680",134.0569021,-32.29674931,134.1974344,-32.17325042
568006,"CHINBINGINA","5680",134.1545846,-32.30280711,134.2903796,-32.1635354
568008,"CARAWA","5680",134.12032,-32.409105,134.29084644,-32.260788
568009,"INKSTER","5680",134.5482699,-32.9964465,134.8202711,-32.8457468
568010,"CHANDADA","5680",134.5253424,-32.8682043,134.820841,-32.6591988
568011,"SCEALE BAY","5680",134.13650902,-33.19997502,134.35937887,-32.9638414
568012,"YANERBIE","5680",134.1120586,-33.0013023,134.3445723,-32.8692586
568013,"WESTALL","5680",134.05943943,-32.92842271,134.120755,-32.86628317
568014,"STREAKY BAY","5680",134.05998669,-32.9645504,134.4753667,-32.70033957
568015,"EBA ANCHORAGE","5680",134.28149958,-32.7033156,134.3018574,-32.67513623
568016,"MARYVALE","5680",134.3934807,-32.9646247,134.5781495,-32.7900159
568017,"PERLUBIE","5680",134.23818291,-32.6752924,134.44257533,-32.5394545
568018,"HASLAM","5680",134.11998026,-32.54441794,134.3294061,-32.3773913
568019,"PETINA","5680",134.26816699,-32.57925439,134.5131108,-32.3772091
568020,"PIEDNIPPIE","5680",134.2878213,-32.79011233,134.5384829,-32.6587333
568021,"PUREBA","5680",133.85433852,-32.4222471,134.8562965,-31.8662942
568022,"PINJARRA STATION","5680",134.6350523,-32.1618523,134.9096734,-31.9614308
569001,"CHARRA","5690",133.21296341,-32.21155514,133.49283698,-31.98403299
569002,"CEDUNA","5690",133.4574111,-32.2083692,133.7572895,-31.94964953
569003,"WHITE WELL CORNER","5690",133.212684,-31.9409573,133.40056501,-31.7521056
569004,"WATRABA","5690",133.212862,-32.0162555,133.27646326,-31.90509591
569005,"UWORRA","5690",133.27611198,-31.9864343,133.45742519,-31.9409273
569006,"KOONIBBA","5690",133.3681876,-31.9725509,133.5301044,-31.81181365
569007,"KALANBI","5690",133.5296919,-31.999494,133.7577581,-31.8116784
569008,"NADIA","5690",133.4574059,-32.15432056,133.5303411,-32.0580983
569009,"DENIAL BAY","5690",133.5199829,-32.17046904,133.6115127,-32.0611257
569010,"THEVENARD","5690",133.642034,-32.15282258,133.6692851,-32.13952333
569011,"WANDANA","5690",133.7264868,-32.10388914,133.8853051,-31.8521302
569012,"MERGHINY","5690",133.75604321,-32.2142973,133.9317601,-32.0700264
569013,"MALTEE","5690",133.884786,-32.1705699,134.02784765,-31.93234216
569015,"COORABIE","5690",131.6825007,-32.03424635,132.35143725,-31.6315626
569016,"PENONG","5690",132.73998398,-32.2088847,133.2131483,-31.7523938
569017,"YALATA","5690",130.91060847,-31.8979339,132.481279,-31.2759272
569018,"BOOKABIE","5690",132.48164324,-31.95829571,132.84213704,-31.7530515
569019,"FOWLERS BAY","5690",132.28257571,-32.0307963,132.48198488,-31.7078727
569020,"CEDUNA WATERS","5690",133.67740299,-32.2036142,133.70773475,-32.15752065
569022,"NULLARBOR","5690",129.00139823,-31.68758488,132.1047669,-30.45702049
569023,"MITCHIDY MOOLA","5690",132.4811944,-31.75316557,132.55155111,-31.5314618
569024,"NANBONA","5690",132.62795,-31.75330276,132.7192183,-31.6222338
569025,"YUMBARRA","5690",132.9949795,-31.8809097,134.12012551,-31.5463351
569026,"CHUNDARIA","5690",132.4807011,-31.5473139,132.8242642,-31.2733657
569027,"YELLABINNA","5690",131.8437147,-31.867988,134.6809923,-30.45690279
570001,"BLANCHE HARBOR","5700",137.74858349,-32.70210525,137.75801999,-32.6768119
570002,"WINNINOWIE","5700",137.803039,-32.6600851,138.0055651,-32.57889804
570003,"MIRANDA","5700",137.82019355,-32.80575097,137.96538844,-32.65967927
570004,"MUNDALLIO","5700",137.8404794,-32.4691107,137.9253728,-32.415341
570005,"PORT PATERSON","5700",137.76597488,-32.5929344,137.8914636,-32.51283681
570006,"PORT AUGUSTA","5700",137.75832019,-32.5212575,137.8192856,-32.46928092
570007,"PORT AUGUSTA WEST","5700",137.6772909,-32.5403736,137.76613063,-32.40301657
570008,"COMMISSARIAT POINT","5700",137.7377291,-32.67688288,137.76557033,-32.53206435
570009,"WAMI KATA","5700",137.7486403,-32.48422111,137.851389,-32.4153627
570010,"DAVENPORT","5700",137.7812213,-32.47744892,137.79955755,-32.46740661
570011,"CULTANA","5700",137.14352222,-33.01002838,137.81050667,-32.53151627
570101,"WOOLUNDUNGA","5701",137.8656783,-32.6416279,138.06307951,-32.51416583
570102,"TARCOOLA","5701",134.5070776,-30.77913619,134.61934727,-30.6668303
570103,"ARKAROOLA VILLAGE","5701",139.3151442,-30.3324838,139.34547871,-30.3066748
571001,"STIRLING NORTH","5710",137.80600371,-32.5570382,137.9084229,-32.4683402
571302,"MOUNT ARDEN","5713",137.56115505,-32.36931996,137.82815709,-32.1423589
571303,"WILKATANA STATION","5713",137.67702918,-32.2222708,137.89694849,-32.04165517
571304,"EMEROO","5713",137.74401903,-32.4156728,137.9740106,-32.26917259
571305,"YADLAMALKA","5713",137.64657576,-32.0991234,138.07838819,-31.73191
571306,"KOOTABERRA","5713",137.30421905,-32.19079984,137.7048073,-31.83869869
571307,"ISLAND LAGOON","5713",136.46751777,-31.67742812,136.94558593,-31.27338199
571308,"LAKE TORRENS","5713",137.15877002,-31.94155,138.13819002,-30.15904
571309,"LAKE TORRENS STATION","5713",137.81661,-31.76142474,138.08470044,-31.53596
571310,"OAKDEN HILLS","5713",136.77170104,-31.85232766,137.37673901,-31.41591473
571311,"PERNATTY","5713",137.02430193,-31.67370173,137.78458,-31.11822745
571312,"MULGARIA","5713",136.9239737,-30.42942998,137.66166136,-29.92345066
571313,"WINTABATINYANA","5713",137.9756033,-31.56650577,138.28128933,-31.32276525
571314,"WALLERBERDINA","5713",137.93103322,-31.97618257,138.0845626,-31.7396855
571315,"SOUTH GAP","5713",137.36151905,-31.91177122,137.75499,-31.43626
571501,"CARRIEWERLOO","5715",137.07970194,-32.4986248,137.76438807,-32.16131693
571502,"ILLEROO","5715",137.35934259,-32.5704205,137.56489366,-32.42931785
571503,"LINCOLN GAP","5715",137.413888,-32.67316781,137.73286416,-32.41909739
571504,"PANDURRA","5715",137.17505571,-32.66651678,137.48077405,-32.44858585
571505,"WARTAKA","5715",136.83664878,-32.62079351,137.20429967,-32.35573431
571506,"YALYMBOO","5715",136.53218802,-31.92125688,137.03070755,-31.517125
571507,"YUDNAPINNA","5715",136.77916385,-32.38413423,137.35418149,-31.80600114
571701,"KONDOOLKA","5717",134.6176942,-32.33301582,135.08817016,-31.7980988
571702,"UNO","5717",136.3703255,-33.0253882,136.85491123,-32.59981145
571703,"NONNING","5717",136.17807219,-32.74260126,136.84127457,-31.88293506
571704,"KOLENDO","5717",135.89162666,-32.55359686,136.38569695,-32.1110718
571705,"MOONAREE","5717",135.30678,-32.12153,136.07838397,-31.52385282
571706,"THURLGA","5717",135.60866828,-32.62471816,135.91121881,-32.31092465
571707,"LAKE GAIRDNER","5717",135.38674696,-32.36897022,136.32305127,-31.02283169
571708,"YARDEA","5717",135.31301636,-32.48977876,135.89965069,-32.0696938
571709,"MOUNT IVE","5717",135.89938256,-32.62738921,136.18713943,-32.39452353
571710,"MAHANEWO","5717",136.1473001,-31.88899212,136.6643945,-31.53194299
571711,"LAKE MACFARLANE","5717",136.5320991,-32.16410415,136.8537955,-31.61807708
571712,"HILTABA","5717",134.93783192,-32.39317136,135.34019492,-32.05954203
571713,"SIAM","5717",136.46456667,-32.62708412,136.85548069,-32.15735672
571714,"KOKATHA","5717",135.11875602,-31.63287305,135.7389734,-31.02561146
571715,"LAKE EVERARD","5717",134.5491888,-32.09080341,135.43013675,-31.2804038
571901,"COMMONWEALTH HILL","5719",133.07670409,-30.55995214,134.7306198,-29.45375346
571902,"MULGATHING","5719",133.4972699,-30.8872793,134.60087119,-30.01349983
571903,"COONDAMBO","5719",135.3491934,-31.2574473,136.5035224,-30.62282373
571904,"BON BON","5719",135.32953208,-30.91638061,135.69233286,-30.2407717
571905,"WILGENA","5719",134.18857776,-31.31838742,135.35903886,-30.31726812
571906,"BULGUNNIA","5719",134.21493686,-30.35878452,135.19674387,-30.02072141
571907,"WIRRAMINNA","5719",136.02169583,-31.55513726,136.6276815,-30.87599503
571908,"GLENDAMBO","5719",135.74343561,-30.9837734,135.7746828,-30.9520409
571909,"KINGOONYA","5719",135.2856668,-30.9482719,135.34991773,-30.87047393
572001,"WOOMERA","5720",136.7838533,-31.2170571,136.84890729,-31.1166445
572002,"PIMBA","5720",136.7823971,-31.2676251,136.8058928,-31.2454477
572003,"BILLA KALINA","5720",136.11416597,-30.32640082,136.80297723,-29.38314689
572004,"MILLERS CREEK","5720",135.87039181,-30.34134766,136.16863275,-29.70388191
572005,"MOUNT VIVIAN","5720",135.65514866,-30.88049432,135.96030595,-30.31969082
572006,"MOUNT EBA","5720",135.19564249,-30.34312527,135.87180095,-29.67871519
572007,"STUARTS CREEK","5720",136.52067141,-30.32739087,137.72934804,-28.79282702
572008,"PARAKYLIA","5720",135.95809484,-30.7545837,136.61294264,-30.32121796
572009,"PURPLE DOWNS","5720",136.58954558,-30.9405339,137.06352392,-30.6925941
572010,"ARCOONA","5720",136.54464136,-31.42949695,137.39573721,-30.83019421
572011,"BOSWORTH","5720",137.37053272,-31.18517537,137.71152001,-30.61221999
572201,"ANDAMOOKA","5722",137.1380095,-30.4746726,137.1920305,-30.4327318
572202,"ANDAMOOKA STATION","5722",136.90661931,-30.854347,137.43016004,-30.27852
572301,"COOBER PEDY","5723",134.46754815,-29.27503539,135.17487551,-28.74094778
572302,"MOUNT BARRY","5723",134.5320091,-28.74357546,135.1879548,-28.01900579
572303,"ARCKARINGA","5723",134.52953335,-28.02077625,135.23446451,-27.65485251
572304,"ALLANDALE STATION","5723",135.0483577,-28.13392454,136.01841601,-27.28294249
572305,"ANNA CREEK","5723",134.99289155,-29.71417817,137.0969518,-27.81083616
572306,"MOUNT CLARENCE STATION","5723",134.3368944,-29.27500726,134.96629613,-28.74859136
572307,"MCDOUALL PEAK","5723",134.71318688,-30.04475843,135.77912532,-29.12755372
572308,"INGOMAR","5723",134.36250228,-29.80640952,135.2073141,-29.27350033
572309,"EVELYN DOWNS","5723",134.2083147,-28.32027889,134.53203523,-27.61855875
572310,"MOUNT WILLOUGHBY","5723",133.83539207,-28.76462038,134.63151899,-27.83920942
572311,"WINTINNA","5723",133.35876425,-28.07702876,134.30460652,-27.48723278
572312,"MABEL CREEK","5723",133.81849159,-29.5354737,134.36838216,-28.7254081
572313,"WILLIAM CREEK","5723",136.33067875,-28.91653677,136.35279177,-28.89728763
572314,"NILPINNA STATION","5723",135.17511958,-28.7246279,136.04084158,-28.0202429
572401,"MARLA","5724",133.6104565,-27.31056951,133.63442859,-27.28899789
572450,"WELBOURN HILL","5724",133.445612,-27.68176199,134.48830541,-27.13763114
572501,"ROXBY DOWNS","5725",136.84297991,-30.62354062,137.07202834,-30.46566913
572502,"OLYMPIC DAM","5725",136.80133572,-30.49854735,136.95133507,-30.38186875
572503,"ROXBY DOWNS STATION","5725",136.40743011,-30.92814599,136.92572416,-30.32527153
573001,"BELTANA","5730",138.38558474,-30.85704063,138.4437263,-30.7896208
573002,"PARACHILNA","5730",138.38279909,-31.16491349,138.41712415,-31.12317852
573003,"BLINMAN","5730",138.64502376,-31.18410359,138.77170036,-31.06117303
573004,"PUTTAPA","5730",138.30060557,-30.84534698,138.56607049,-30.57741725
573005,"ANGORIGINA","5730",138.65069008,-31.25761117,138.97505635,-30.94447176
573006,"BELTANA STATION","5730",137.86482002,-30.92698721,138.4221953,-30.42749526
573007,"EDIACARA","5730",138.11123781,-30.87081233,138.17796509,-30.7647215
573008,"GUM CREEK STATION","5730",138.53365107,-31.27991224,138.77259626,-31.13713118
573009,"MOOLOOLOO","5730",138.37904273,-31.10521399,138.70698737,-30.90411669
573010,"MOORILLAH","5730",138.38146335,-30.94577667,138.60148017,-30.77690456
573011,"MOTPENA","5730",138.10266586,-31.32707009,138.48870906,-31.04666913
573012,"MOUNT FALKLAND","5730",138.40845809,-31.22280719,138.53719736,-31.1049951
573013,"NARRINA","5730",138.65468264,-31.05604901,139.02515796,-30.78800222
573014,"NILPENA","5730",137.96988763,-31.16321142,138.38821126,-30.78379998
573015,"ORATUNGA STATION","5730",138.52081067,-31.0960311,138.67864291,-31.02749582
573016,"WARRAWEENA","5730",138.53924309,-30.92217228,138.8563176,-30.7213415
573017,"WIRREALPA","5730",138.8918612,-31.38890891,139.4430888,-30.99039703
573018,"ALPANA","5730",138.43846438,-31.22933655,138.64518313,-31.00398844
573101,"INNAMINCKA","5731",139.86818184,-28.460804,140.99956115,-26.80638818
573102,"LYNDHURST","5731",138.33379686,-30.35276026,138.3926423,-30.25108762
573103,"LEIGH CREEK","5731",138.31602262,-30.6361217,138.44576852,-30.56844281
573104,"BOLLARDS LAGOON","5731",140.35050742,-29.12412276,140.99938121,-28.46019064
573105,"CORDILLO DOWNS","5731",140.04845881,-26.87694923,140.99945958,-25.99639151
573106,"GIDGEALPA","5731",139.82339348,-28.46085849,140.71437992,-27.59529025
573107,"LINDON","5731",139.7432314,-29.85590947,141.00181699,-28.64264311
573108,"MERTY MERTY","5731",140.02559028,-28.8300654,140.80348298,-28.2724815
573109,"MOUNT FREELING","5731",139.1334219,-30.20117932,139.70094699,-29.8212949
573110,"MOUNT LYNDHURST","5731",138.2877681,-30.3046065,139.33865321,-29.71850255
573111,"MURNPEOWIE","5731",138.66813681,-29.85981735,140.012358,-28.94486743
573112,"STRZELECKI DESERT","5731",139.10450734,-29.18660707,140.16483674,-28.15854215
573114,"MYRTLE SPRINGS","5731",138.11671654,-30.58328364,138.40017833,-30.09418732
573115,"WITCHELINA","5731",137.64171983,-30.59245,138.26744288,-29.73426818
573117,"LEIGH CREEK STATION","5731",138.35940516,-30.59083402,138.696759,-30.2703288
573201,"COPLEY","5732",138.35855217,-30.59127051,138.45555697,-30.3910182
573202,"NEPABUNNA","5732",138.8929271,-30.6143299,139.0307259,-30.5051714
573203,"ANGEPENA","5732",138.7401868,-30.7543482,138.9978176,-30.5655519
573204,"ARKAROOLA","5732",139.21602176,-30.40938493,139.69607194,-29.97042748
573205,"BURR WELL","5732",138.51305645,-30.55898526,138.8271083,-30.3511402
573206,"GAMMON RANGES","5732",138.90220391,-30.89537521,139.63118389,-30.21893037
573207,"MANNERS WELL","5732",138.62310903,-30.7561691,138.847379,-30.5177837
573208,"MOUNT SERLE","5732",138.6084026,-30.5680649,138.944489,-30.2321061
573209,"MULGA VIEW","5732",138.8809452,-31.01767416,139.23366625,-30.73936151
573210,"NORTH MOOLOOLOO","5732",138.40716496,-30.75423365,138.68046374,-30.53387292
573211,"PINDA SPRINGS","5732",138.80439134,-30.8426998,138.9191902,-30.7497344
573212,"UMBERATANA","5732",138.95733276,-30.31157255,139.25062854,-29.99051514
573213,"WERTALOONA","5732",139.11389921,-31.26426913,139.81696047,-30.59548657
573214,"WOOLTANA","5732",139.27802301,-30.62033623,139.97673837,-30.00471391
573215,"YANKANINNA","5732",138.82463542,-30.5252672,139.16355634,-30.1714923
573216,"MOOLAWATANA","5732",139.42184126,-30.18310838,140.14173825,-29.69492472
573301,"MARREE","5733",137.95306203,-29.65971698,138.07463687,-29.56209617
573302,"FARINA","5733",138.2529942,-30.0883624,138.28208473,-30.0575453
573303,"FARINA STATION","5733",138.17338605,-30.25181799,138.3501205,-29.9188145
573304,"CALLANNA","5733",137.34893052,-29.80767745,138.0601914,-29.27409083
573305,"CLAYTON STATION","5733",137.9846359,-29.59311748,138.83378144,-29.028323
573306,"CLIFTON HILLS STATION","5733",138.40529321,-27.89951962,140.02619099,-26.41748804
573307,"COWARIE","5733",138.086955,-27.85879149,138.91213621,-27.14860618
573308,"DULKANINNA","5733",138.31202632,-29.26307016,139.06296438,-28.94104084
573309,"ETADUNNA","5733",137.94693722,-29.09449,139.25464087,-28.51191002
573310,"KALAMURINA","5733",136.90887203,-28.06982638,138.40256012,-27.53106289
573311,"LAKE EYRE","5733",136.75255443,-29.50833226,138.26816625,-27.8411931
573312,"MULKA","5733",138.26647586,-28.65034452,139.86620118,-28.11235193
573313,"MULOORINA","5733",137.6741421,-29.54575184,138.37535543,-28.92227212
573314,"MUNDOWDNA","5733",138.11634312,-30.13157384,138.68289014,-29.35971598
573315,"MUNGERANIE","5733",138.21338163,-28.36583869,139.84510946,-27.67364473
573316,"ALTON DOWNS STATION","5733",138.6815449,-26.72427737,139.40530557,-25.99667721
573317,"PANDIE PANDIE","5733",139.15859028,-26.8590802,140.4035412,-25.99653805
573319,"MARREE STATION","5733",137.9571203,-29.74399958,138.17306791,-29.49775972
573401,"OODNADATTA","5734",135.32211968,-27.59422586,135.53963599,-27.5058378
573402,"CROWN POINT","5734",134.26593897,-26.20168088,135.22945296,-25.9982421
573403,"ERINGA","5734",134.30642422,-26.90616204,135.46584731,-26.18637247
573404,"TODMORDEN","5734",134.28850514,-27.65738927,135.48229854,-26.90227564
573405,"MACUMBA","5734",135.37516093,-27.8199755,136.91184517,-26.64530701
573406,"MOUNT SARAH","5734",135.15258965,-27.28457121,135.55690268,-26.73540774
573407,"SIMPSON DESERT","5734",136.17602383,-27.58938756,138.74403436,-25.99674582
573408,"WITJIRA","5734",134.99272338,-26.74092986,136.1777068,-25.99866741
595001,"ADELAIDE AIRPORT","5950",138.5140121,-34.96281,138.5491216,-34.9325024
596001,"TORRENS ISLAND","5960",138.50959991,-34.81057434,138.54656931,-34.75471241
596002,"GARDEN ISLAND","5960",138.52295326,-34.81312148,138.5491324,-34.80088212
